Sales Organization;Item (SD);Sales Document;Status;Status;Sales Document Type;Sold-to party;Name 1;Material;Description;Plant;Confirmed Quantity;Order Quantity;Unit of measure;Delivery Date;Ship-to party;Ship-To Name;Purchase order no.;Goods Issue Date
A131;10;137212391;Not delivered;A;ZOR;249737;RUTILAN SA;00097066712;PANZERGOLDLS BTLHPE20L URY;C077;21.600,000;21.600,000;L;28/09/2021;249737;RUTILAN SA;21- 4444;28/09/2021
A131;10;137212389;Not delivered;A;ZOR;249737;RUTILAN SA;00097066712;PANZERGOLDLS BTLHPE20L URY;C077;21.600,000;21.600,000;L;28/09/2021;249737;RUTILAN SA;21- 4443;28/09/2021
A131;10;137212328;Not delivered;A;ZKB;348756;AMBITO DAS S.A.;00097077143;PIXXARO BTLFPE4X5L ARG;C077;500,000;500,000;L;27/09/2021;10019708;AMBITO DAS SA;C0000005956 Z11;24/09/2021
A131;10;137212324;Not delivered;A;ZKB;348767;SUMIDAS JV S.A.;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;10.800,000;10.800,000;L;30/10/2021;2107704;SUMIDAS JV S.A.;C0000005952 Z11;28/10/2021
A131;10;137212323;Not delivered;A;ZKB;348767;SUMIDAS JV S.A.;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;10.800,000;10.800,000;L;30/10/2021;348767;SUMIDAS JV S.A.;C0000005954 Z11 AMEG;28/10/2021
A131;10;137212268;Not delivered;A;ZOR;421689;AGRICULTORES FEDERADOS;00099074918;TOCONEXTRA BTLPET12X1L ARG;C077;204,000;204,000;L;31/10/2021;1762191;AGRICULTORES FEDERADOS;C0000005951 Z11 CASI;28/10/2021
A131;10;137211881;Not delivered;A;ZKB;750105;EL ALAMO SRL;00099017484;RFG1RR R17 RR COR RCMQ BG80UK AR;C344;19;19;ZPB;09/09/2021;750105;EL ALAMO SRL;0000004359 Z11;08/09/2021
A131;10;137211702;Not delivered;A;ZKB;1077555;NORTE FERTIL SRL;00099017484;RFG1RR R17 RR COR RCMQ BG80UK AR;C344;3;3;ZPB;10/09/2021;1077555;NORTE FERTIL SRL;0000004353 Z11;09/09/2021
A131;10;137211144;Not delivered;A;ZKB;811682;RIBOLDI SA;00097063786;PASTARGOLD BTLHPE4X5L ARG;C077;7.000,000;7.000,000;L;30/10/2021;811682;RIBOLDI SA;C0000005922 Z11;28/10/2021
A131;10;137211103;Not delivered;A;ZKB;682230;AGROQUIMICA URANGA SRL;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/10/2021;682230;AGROQUIMICA URANGA SRL;C0000005920 Z11;28/10/2021
A131;10;137211102;Not delivered;A;ZKB;422034;COOPERATIVA AGROPECUARIA E IND;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;10.800,000;10.800,000;L;30/10/2021;422034;COOPERATIVA AGROPECUARIA E IND;C0000005918 Z11;28/10/2021
A131;20;137211101;Not delivered;A;ZKB;1488190;ARECO SEMILLAS SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;12.000,000;12.000,000;L;30/11/2021;1489365;ARECO SEMILLAS SA;C0000005919 Z11;29/11/2021
A131;10;137211087;Not delivered;A;ZKB;682230;AGROQUIMICA URANGA SRL;00097059701;ENLIST BTLHPE20L ARG;C077;6.000,000;6.000,000;L;06/08/2021;682230;AGROQUIMICA URANGA SRL;C0000005914 Z11;05/08/2021
A131;10;137211050;Not delivered;A;ZKB;1233452;DON ITALO SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;31/10/2021;1233452;DON ITALO SA;C0000005905 TRANSFER;28/10/2021
A131;20;137211049;Not delivered;A;ZKB;1233452;DON ITALO SA;00011097385;EXPEDITION BTLCOX4X5L ARG;C077;2.000,000;2.000,000;L;30/11/2021;1233452;DON ITALO SA;C0000005903 TRANSFER;29/11/2021
A131;20;137211048;Not delivered;A;ZKB;10003425;AGRO LORETO SA;00011097385;EXPEDITION BTLCOX4X5L ARG;C077;1.000,000;1.000,000;L;30/11/2021;10007206;AGRO LORETO SA;C0000005906 TRANSFER;29/11/2021
A131;10;137211047;Not delivered;A;ZKB;1233452;DON ITALO SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;31/10/2021;1233452;DON ITALO SA;C0000005904 TRANSFER;28/10/2021
A131;10;137211043;Not delivered;A;ZKB;10003425;AGRO LORETO SA;00097067279;TRANSFORM BAG24X300GR ARG;C077;201,600;201,600;KG;30/11/2021;10007206;AGRO LORETO SA;C0000005902 TRANSFER;29/11/2021
A131;10;137211042;Not delivered;A;ZKB;1233452;DON ITALO SA;00097067279;TRANSFORM BAG24X300GR ARG;C077;360,000;360,000;KG;30/11/2021;1233452;DON ITALO SA;C0000005901 TRANSFER;29/11/2021
A131;10;137210986;Not delivered;A;ZKB;1116165;NAIKA SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;31/10/2021;1116165;NAIKA SA;C0000005899 TRANSFER;27/10/2021
A131;20;137210897;Not delivered;A;ZKB;711987;MORERO Y CIA SACIAI Y F;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;6.000,000;6.000,000;L;30/11/2021;2303034;MORERO Y CIA SACIAI Y F;C0000005898 TRANSFER;29/11/2021
A131;10;137210887;Not delivered;A;ZOR;1362701;COMPANIA DE INSUMOS Y GRANOS;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/10/2021;1362701;COMPANIA DE INSUMOS Y GRANOS;C0000005897 Z05;28/10/2021
A131;10;137210831;Not delivered;A;ZKB;679010;TECNOCALCHIN SRL;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;31/10/2021;679010;TECNOCALCHIN SRL;C0000005896 TRANSFER;28/10/2021
A131;10;137210377;Not delivered;A;ZKB;348767;SUMIDAS JV S.A.;00000298079;INTREPID240SC BTLHPE4X5L ARG;C077;200,000;200,000;L;30/10/2021;1066272;SUMIDAS JV S.A.;C0000005894 Z11 JUNI;28/10/2021
A131;20;137210377;Not delivered;A;ZKB;348767;SUMIDAS JV S.A.;00000120534;PACTO PCHALM10X5X0.072KG ARG;C077;7,200;7,200;KG;13/10/2021;1066272;SUMIDAS JV S.A.;C0000005894 Z11 JUNI;12/10/2021
A131;30;137210377;Not delivered;A;ZKB;348767;SUMIDAS JV S.A.;00099074918;TOCONEXTRA BTLPET12X1L ARG;C077;300,000;300,000;L;30/11/2021;1066272;SUMIDAS JV S.A.;C0000005894 Z11 JUNI;29/11/2021
A131;10;137210376;Not delivered;A;ZKB;348767;SUMIDAS JV S.A.;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;800,000;800,000;L;30/10/2021;1066272;SUMIDAS JV S.A.;C0000005895 Z11;28/10/2021
A131;10;137210364;Not delivered;A;ZKB;10017153;DARIO MIGUEL TURLETTI;00097027672;SENDERO BTLHPE20L ARG;C077;300,000;300,000;L;10/09/2021;10017522;DARIO MIGUEL TURLETTI;C0000005890 TRANSFER;08/09/2021
A131;20;137210364;Not delivered;A;ZKB;10017153;DARIO MIGUEL TURLETTI;00099074918;TOCONEXTRA BTLPET12X1L ARG;C077;300,000;300,000;L;31/10/2021;10017522;DARIO MIGUEL TURLETTI;C0000005890 TRANSFER;27/10/2021
A131;20;137210234;Not delivered;A;ZOR;422082;DISTRIBUIDORA ROYJO SRL;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;10.800,000;10.800,000;L;30/11/2021;2245367;DISTRIBUIDORA ROYJO SRL;C0000005888 Z05 PILA;29/11/2021
A131;10;137210233;Not delivered;A;ZOR;422082;DISTRIBUIDORA ROYJO SRL;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;31/10/2021;2245367;DISTRIBUIDORA ROYJO SRL;C0000005887 Z05 PILA;28/10/2021
A131;10;137210231;Not delivered;A;ZKB;1077555;NORTE FERTIL SRL;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;10.800,000;10.800,000;L;31/10/2021;1077555;NORTE FERTIL SRL;C0000005886 TRANSFER;28/10/2021
A131;10;137210230;Not delivered;A;ZKB;1077555;NORTE FERTIL SRL;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;10.800,000;10.800,000;L;30/11/2021;1077555;NORTE FERTIL SRL;C0000005885 TRANSFER;29/11/2021
A131;10;137210065;Not delivered;A;ZKB;1220382;AGROCOMERCIAL SUARDI SRL;00097063786;PASTARGOLD BTLHPE4X5L ARG;C077;2.600,000;2.600,000;L;30/10/2021;1843166;AGROCOMERCIAL SUARDI SRL;C0000005881 Z11 CERE;27/10/2021
A131;10;137210064;Not delivered;A;ZKB;1220382;AGROCOMERCIAL SUARDI SRL;00097063786;PASTARGOLD BTLHPE4X5L ARG;C077;2.600,000;2.600,000;L;30/10/2021;1220382;AGROCOMERCIAL SUARDI SRL;C0000005880 Z11 SUAR;27/10/2021
A131;10;137209972;Not delivered;A;ZKB;1140235;HECTOR A BERTONE SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/10/2021;1140235;HECTOR A BERTONE SA;C0000005873 Z11;28/10/2021
A131;20;137209955;Not delivered;A;ZKB;348763;DESAB S.A.;00000113039;TORDON24K BTLHPE4X5L ARG;C077;500,000;500,000;L;31/10/2021;1843687;DESAB S.A.;C0000005870 TRANSFER;29/10/2021
A131;10;137209952;Not delivered;A;ZKB;348763;DESAB S.A.;00000098714;PRESIDE BTLHPE4X5L ARG;C077;1.200,000;1.200,000;L;31/10/2021;1843691;DESAB S.A.;C0000005868 TRANSFER;29/10/2021
A131;20;137209951;Not delivered;A;ZKB;348763;DESAB S.A.;00000113039;TORDON24K BTLHPE4X5L ARG;C077;500,000;500,000;L;31/10/2021;1843691;DESAB S.A.;C0000005869 TRANSFER;29/10/2021
A131;10;137209901;Not delivered;A;ZKB;422032;COOPERATIVA AGRARIA TRES;00097050164;CURTAILM BTLFPE4X5L ARG;C077;3.000,000;3.000,000;L;30/10/2021;422032;COOPERATIVA AGRARIA TRES;C0000005867 Z11;27/10/2021
A131;10;137209856;Not delivered;A;ZOR;10017153;DARIO MIGUEL TURLETTI;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;3.600,000;3.600,000;L;13/09/2021;10017522;DARIO MIGUEL TURLETTI;C0000005863 Z11;09/09/2021
A131;10;137209856;Not delivered;A;ZOR;10017153;DARIO MIGUEL TURLETTI;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;0,000;3.600,000;L;10/09/2021;10017522;DARIO MIGUEL TURLETTI;C0000005863 Z11;09/09/2021
A131;10;137208906;Not delivered;A;ZVER;10004910;ESTANCIA LOS MIRKOS SA;00011097385;EXPEDITION BTLCOX4X5L ARG;C077;500,000;500,000;L;30/11/2021;10030143;ESTANCIA LOS MIRKOS SA;factura anticipada;26/11/2021
A131;10;137208901;Not delivered;A;ZVER;10026961;DO - FRA S.R.L.;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;140,000;140,000;L;31/10/2021;10026961;DO - FRA S.R.L.;factura anticipada;26/10/2021
A131;10;137208900;Not delivered;A;ZVER;10026961;DO - FRA S.R.L.;00097066383;GALANTMAX BTLHPE4X5L ARG;L214;0,000;120,000;L;30/11/2021;10026961;DO - FRA S.R.L.;factura anticipada;30/11/2021
A131;10;137208900;Not delivered;A;ZVER;10026961;DO - FRA S.R.L.;00097066383;GALANTMAX BTLHPE4X5L ARG;L214;120,000;120,000;L;25/08/2022;10026961;DO - FRA S.R.L.;factura anticipada;25/08/2022
A131;20;137208900;Not delivered;A;ZVER;10026961;DO - FRA S.R.L.;00011097385;EXPEDITION BTLCOX4X5L ARG;L214;100,000;100,000;L;30/11/2021;10026961;DO - FRA S.R.L.;factura anticipada;30/11/2021
A131;20;137208889;Not delivered;A;ZVER;10008851;DON GOTARDO S.R.L.;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;600,000;600,000;L;30/11/2021;2352105;SURGEN SRL;factura anticipada;26/11/2021
A131;10;137208764;Not delivered;A;ZKB;10003425;AGRO LORETO SA;00097067279;TRANSFORM BAG24X300GR ARG;C077;201,600;201,600;KG;30/11/2021;10007206;AGRO LORETO SA;C0000005859 TRANSFER;29/11/2021
A131;20;137208763;Not delivered;A;ZKB;1233452;DON ITALO SA;00097067279;TRANSFORM BAG24X300GR ARG;C077;230,400;230,400;KG;30/11/2021;1233452;DON ITALO SA;C0000005858 TRANSFER;29/11/2021
A131;20;137208620;Not delivered;A;ZKB;422202;LA BRAGADENSE SOCIEDAD ANONIMA;00011097385;EXPEDITION BTLCOX4X5L ARG;C077;500,000;500,000;L;30/10/2021;422202;LA BRAGADENSE SOCIEDAD ANONIMA;C0000005853 Z11 BRAG;28/10/2021
A131;20;137208617;Not delivered;A;ZKB;422202;LA BRAGADENSE SOCIEDAD ANONIMA;00011097385;EXPEDITION BTLCOX4X5L ARG;C077;700,000;700,000;L;30/10/2021;1844319;LA BRAGADENSE SOCIEDAD ANONIMA;C0000005854 Z11 25 D;28/10/2021
A131;10;137208596;Not delivered;A;ZKB;1519556;INSUMOS DEL CENTRO SA;00097066383;GALANTMAX BTLHPE4X5L ARG;C077;1.200,000;1.200,000;L;02/08/2021;1844308;INSUMOS DEL CENTRO SA;C0000005839 Z11;30/07/2021
A131;20;137208596;Not delivered;A;ZKB;1519556;INSUMOS DEL CENTRO SA;00011118107;LONTREL3A BTLHPE4X5L ARG;C077;200,000;200,000;L;30/10/2021;1844308;INSUMOS DEL CENTRO SA;C0000005839 Z11;28/10/2021
A131;30;137208596;Not delivered;A;ZKB;1519556;INSUMOS DEL CENTRO SA;00000314808;STARANEXTRA BTLCOX4X5L ARG;C077;100,000;100,000;L;02/08/2021;1844308;INSUMOS DEL CENTRO SA;C0000005839 Z11;30/07/2021
A131;70;137208119;Not delivered;A;ZKB;750018;PRONOR SA;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;240,000;240,000;L;30/11/2021;750018;PRONOR SA;C0000005842 TRANSFER;29/11/2021
A131;100;137208119;Not delivered;A;ZKB;750018;PRONOR SA;00097082161;DRYLINE BTLHPE20L ARG;C077;200,000;200,000;L;30/11/2021;750018;PRONOR SA;C0000005842 TRANSFER;29/11/2021
A131;110;137208119;Not delivered;A;ZKB;750018;PRONOR SA;00097067279;TRANSFORM BAG24X300GR ARG;C077;14,400;14,400;KG;30/11/2021;750018;PRONOR SA;C0000005842 TRANSFER;29/11/2021
A131;130;137208119;Not delivered;A;ZKB;750018;PRONOR SA;00011097385;EXPEDITION BTLCOX4X5L ARG;C077;300,000;300,000;L;30/11/2021;750018;PRONOR SA;C0000005842 TRANSFER;29/11/2021
A131;10;137207257;Not delivered;A;ZKB;1519556;INSUMOS DEL CENTRO SA;00011097385;EXPEDITION BTLCOX4X5L ARG;C077;2.600,000;2.600,000;L;30/10/2021;1844308;INSUMOS DEL CENTRO SA;C0000005840 Z11;28/10/2021
A131;20;137207257;Not delivered;A;ZKB;1519556;INSUMOS DEL CENTRO SA;00000298079;INTREPID240SC BTLHPE4X5L ARG;C077;500,000;500,000;L;30/10/2021;1844308;INSUMOS DEL CENTRO SA;C0000005840 Z11;28/10/2021
A131;30;137207257;Not delivered;A;ZKB;1519556;INSUMOS DEL CENTRO SA;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;500,000;500,000;L;30/10/2021;1844308;INSUMOS DEL CENTRO SA;C0000005840 Z11;28/10/2021
A131;30;137207242;Not delivered;A;ZOR;425046;YPF SOCIEDAD ANONIMA;00097059701;ENLIST BTLHPE20L ARG;C077;21.600,000;21.600,000;L;15/10/2021;425046;YPF SOCIEDAD ANONIMA;C0000005803 Z11;15/10/2021
A131;40;137207242;Not delivered;A;ZOR;425046;YPF SOCIEDAD ANONIMA;00097059701;ENLIST BTLHPE20L ARG;C077;21.600,000;21.600,000;L;15/10/2021;425046;YPF SOCIEDAD ANONIMA;C0000005803 Z11;15/10/2021
A131;50;137207242;Not delivered;A;ZOR;425046;YPF SOCIEDAD ANONIMA;00097059701;ENLIST BTLHPE20L ARG;C077;21.600,000;21.600,000;L;15/10/2021;425046;YPF SOCIEDAD ANONIMA;C0000005803 Z11;15/10/2021
A131;60;137207242;Not delivered;A;ZOR;425046;YPF SOCIEDAD ANONIMA;00097059701;ENLIST BTLHPE20L ARG;C077;21.600,000;21.600,000;L;15/10/2021;425046;YPF SOCIEDAD ANONIMA;C0000005803 Z11;15/10/2021
A131;70;137207242;Not delivered;A;ZOR;425046;YPF SOCIEDAD ANONIMA;00097059701;ENLIST BTLHPE20L ARG;C077;14.400,000;14.400,000;L;15/10/2021;425046;YPF SOCIEDAD ANONIMA;C0000005803 Z11;15/10/2021
A131;10;137207120;Not delivered;A;ZKB;827369;TERRAMAR JV S.A.;00097082161;DRYLINE BTLHPE20L ARG;C077;1.500,000;1.500,000;L;10/10/2021;1274337;TERRAMAR JV S.A.;C0000005830 TRANSFER;06/10/2021
A131;10;137207118;Not delivered;A;ZKB;827369;TERRAMAR JV S.A.;00097082161;DRYLINE BTLHPE20L ARG;C077;1.500,000;1.500,000;L;26/11/2021;1846031;TERRAMAR JV S.A.;C0000005829 TRANSFER;24/11/2021
A131;10;137206999;Not delivered;A;ZKB;702672;COOP AGRICOLA GANADERA DE;00097082161;DRYLINE BTLHPE20L ARG;C077;100,000;100,000;L;30/10/2021;702672;COOP AGRICOLA GANADERA DE;C0000005822 Z11 RAUC;28/10/2021
A131;10;137206996;Not delivered;A;ZKB;1380023;H J NAVAS Y CIA SACIA;00097050164;CURTAILM BTLFPE4X5L ARG;C077;1.500,000;1.500,000;L;30/10/2021;1380023;H J NAVAS Y CIA SACIA;C0000005818 Z11;28/10/2021
A131;10;137206995;Not delivered;A;ZKB;827375;RINDES Y CULTIVOS DAS S.A.;00097050164;CURTAILM BTLFPE4X5L ARG;C077;1.500,000;1.500,000;L;30/10/2021;1845236;RINDES Y CULTIVOS DAS S.A.;C0000005821 Z11;29/10/2021
A131;10;137206993;Not delivered;A;ZKB;827375;RINDES Y CULTIVOS DAS S.A.;00097050164;CURTAILM BTLFPE4X5L ARG;C077;1.500,000;1.500,000;L;30/10/2021;827375;RINDES Y CULTIVOS DAS S.A.;C0000005820 Z11;28/10/2021
A131;10;137206989;Not delivered;A;ZKB;827375;RINDES Y CULTIVOS DAS S.A.;00097050164;CURTAILM BTLFPE4X5L ARG;C077;1.500,000;1.500,000;L;30/10/2021;1845234;RINDES Y CULTIVOS DAS S.A.;C0000005819 Z11 TAND;29/10/2021
A131;20;137206989;Not delivered;A;ZKB;827375;RINDES Y CULTIVOS DAS S.A.;00000120534;PACTO PCHALM10X5X0.072KG ARG;C077;108,000;108,000;KG;12/10/2021;1845234;RINDES Y CULTIVOS DAS S.A.;C0000005819 Z11 TAND;12/10/2021
A131;40;137206968;Not delivered;A;ZKB;422032;COOPERATIVA AGRARIA TRES;00097050164;CURTAILM BTLFPE4X5L ARG;C077;2.000,000;2.000,000;L;30/10/2021;422032;COOPERATIVA AGRARIA TRES;C0000005810 Z11;27/10/2021
A131;60;137206968;Not delivered;A;ZKB;422032;COOPERATIVA AGRARIA TRES;00000120534;PACTO PCHALM10X5X0.072KG ARG;C077;14,400;14,400;KG;30/10/2021;422032;COOPERATIVA AGRARIA TRES;C0000005810 Z11;27/10/2021
A131;10;137206943;Not delivered;A;ZKB;827371;UBAJAY DAS S.A.;00099025981;TEXARO BAGALU10X4X215G ARG;C077;215,000;215,000;KG;27/08/2021;1845222;UBAJAY DAS S.A.;C0000005808 TRANSFER;26/08/2021
A131;20;137206943;Not delivered;A;ZKB;827371;UBAJAY DAS S.A.;00000115146;SPIDER PCHALM10X5X0.10KG ARG;C077;200,000;200,000;KG;25/09/2021;1845222;UBAJAY DAS S.A.;C0000005808 TRANSFER;23/09/2021
A131;20;137206941;Not delivered;A;ZKB;827374;DASER AGRO S.A.;00099074918;TOCONEXTRA BTLPET12X1L ARG;C077;2.016,000;2.016,000;L;31/10/2021;827374;DASER AGRO S.A.;C0000005807 TRANSFER;28/10/2021
A131;10;137206885;Not delivered;A;ZKB;1159304;AGROIDEAS SA;00097082161;DRYLINE BTLHPE20L ARG;C077;3.000,000;3.000,000;L;15/10/2021;2086026;AGROIDEAS SA;C0000005802 TRANSFER;12/10/2021
A131;10;137206843;Not delivered;A;ZKB;1432385;SEMILLERIA BELTRAMO SA;00097081951;ERRADIK BTLHPE4X5L ARG;C077;2.100,000;2.100,000;L;05/09/2021;10011955;SEMILLERIA BELTRAMO SA;C0000005800 TRANSFER;02/09/2021
A131;20;137206843;Not delivered;A;ZKB;1432385;SEMILLERIA BELTRAMO SA;00097082161;DRYLINE BTLHPE20L ARG;C077;3.000,000;3.000,000;L;26/11/2021;10011955;SEMILLERIA BELTRAMO SA;C0000005800 TRANSFER;24/11/2021
A131;10;137206827;Not delivered;A;ZKB;827374;DASER AGRO S.A.;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;31/10/2021;827374;DASER AGRO S.A.;C0000005799 TRANSFER;28/10/2021
A131;10;137206825;Not delivered;A;ZKB;827374;DASER AGRO S.A.;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;31/10/2021;827374;DASER AGRO S.A.;C0000005796 TRANSFER;28/10/2021
A131;10;137206824;Not delivered;A;ZKB;827374;DASER AGRO S.A.;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;31/10/2021;827374;DASER AGRO S.A.;C0000005795 TRANSFER;28/10/2021
A131;10;137206822;Not delivered;A;ZKB;827374;DASER AGRO S.A.;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;31/10/2021;827374;DASER AGRO S.A.;C0000005797 TRANSFER;28/10/2021
A131;10;137206821;Not delivered;A;ZKB;827371;UBAJAY DAS S.A.;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;31/10/2021;827371;UBAJAY DAS S.A.;C0000005798 TRANSFER;28/10/2021
A131;10;137206818;Not delivered;A;ZKB;827371;UBAJAY DAS S.A.;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;31/10/2021;1845222;UBAJAY DAS S.A.;C0000005794 TRANSFER;28/10/2021
A131;110;137206672;Not delivered;A;ZOR;1140235;HECTOR A BERTONE SA;00099017484;RFG1RR R17 RR COR RCMQ BG80UK AR;C344;30;30;ZPB;09/09/2021;10014053;MORETO DEPOSITO TERCEROS;0000002826D Z05 FACT;08/09/2021
A131;120;137206672;Not delivered;A;ZOR;1140235;HECTOR A BERTONE SA;00099017486;RFG1RR R20 RR COR RCMQ BG80UK AR;C344;2;2;ZPB;09/09/2021;10014053;MORETO DEPOSITO TERCEROS;0000002826D Z05 FACT;08/09/2021
A131;20;137206160;Not delivered;A;ZKB;348763;DESAB S.A.;00097063786;PASTARGOLD BTLHPE4X5L ARG;C077;1.000,000;1.000,000;L;30/10/2021;1843691;DESAB S.A.;C0000005790 Z11;29/10/2021
A131;20;137206063;Not delivered;A;ZOR;750033;CRESUD SAC I F Y A;00097070893;RFG22RRE C19 ERR COR CT RCMQ BG80UK AR;C344;9;40;ZPB;23/08/2021;10014053;MORETO DEPOSITO TERCEROS;OC4500414929 /03425;20/08/2021
A131;30;137206063;Not delivered;A;ZOR;750033;CRESUD SAC I F Y A;00097029375;NEXT 22.6PWE C19 PWE COR RCMQ BG80UK AR;C344;63;360;ZPB;23/08/2021;10014053;MORETO DEPOSITO TERCEROS;OC4500414929 /03425;20/08/2021
A131;40;137206063;Not delivered;A;ZOR;750033;CRESUD SAC I F Y A;00097071077;510PWU C16 PWU COR CT CMQL BG80UK AR;C344;616;616;ZPB;02/09/2021;10014053;MORETO DEPOSITO TERCEROS;OC4500414929 /03425;01/09/2021
A131;40;137206063;Not delivered;A;ZOR;750033;CRESUD SAC I F Y A;00097071077;510PWU C16 PWU COR CT CMQL BG80UK AR;C344;0;616;ZPB;23/08/2021;10014053;MORETO DEPOSITO TERCEROS;OC4500414929 /03425;01/09/2021
A131;50;137206063;Not delivered;A;ZOR;750033;CRESUD SAC I F Y A;00099017479;RFG1RR C16 RR COR RCMQ BG80UK AR;C344;69;69;ZPB;02/09/2021;10014053;MORETO DEPOSITO TERCEROS;OC4500414929 /03425;01/09/2021
A131;50;137206063;Not delivered;A;ZOR;750033;CRESUD SAC I F Y A;00099017479;RFG1RR C16 RR COR RCMQ BG80UK AR;C344;0;69;ZPB;23/08/2021;10014053;MORETO DEPOSITO TERCEROS;OC4500414929 /03425;01/09/2021
A131;10;137205922;Not delivered;A;ZKB;1148049;PAMPA DEL CIELO SRL;00099074918;TOCONEXTRA BTLPET12X1L ARG;C077;120,000;120,000;L;30/11/2021;1148049;PAMPA DEL CIELO SRL;C0000005786 TRANSFER;26/11/2021
A131;20;137205847;Not delivered;A;ZKB;348767;SUMIDAS JV S.A.;00097029376;NEXT 22.6PWE C21 PWE COR RCMQ BG80UK AR;C049;400;400;ZPB;10/09/2021;2068241;SUMIDAS JV S.A.;0000003452 Z05;08/09/2021
A131;30;137205232;Not delivered;A;ZKB;827374;DASER AGRO S.A.;00099074918;TOCONEXTRA BTLPET12X1L ARG;C077;312,000;312,000;L;31/10/2021;827374;DASER AGRO S.A.;C0000005781 TRANSFER;28/10/2021
A131;10;137205214;Not delivered;A;ZKB;1358971;AGRONORTE CEREALES SRL;00097077143;PIXXARO BTLFPE4X5L ARG;C077;500,000;500,000;L;27/09/2021;1358971;AGRONORTE CEREALES SRL;C0000005778 Z11;24/09/2021
A131;10;137205198;Not delivered;A;ZKB;1358971;AGRONORTE CEREALES SRL;00097077143;PIXXARO BTLFPE4X5L ARG;C077;600,000;600,000;L;07/09/2021;1358971;AGRONORTE CEREALES SRL;C0000005780 Z11;06/09/2021
A131;10;137205189;Not delivered;A;ZKB;1358971;AGRONORTE CEREALES SRL;00000115146;SPIDER PCHALM10X5X0.10KG ARG;C077;100,000;100,000;KG;21/09/2021;1358971;AGRONORTE CEREALES SRL;C0000005772 Z11;20/09/2021
A131;20;137205078;Not delivered;A;ZKB;421706;AGROEMPRESA COLON SA;00099074918;TOCONEXTRA BTLPET12X1L ARG;C077;216,000;216,000;L;31/10/2021;421706;AGROEMPRESA COLON SA;C0000005766 TRANSFER;28/10/2021
A131;10;137204948;Not delivered;A;ZKB;827375;RINDES Y CULTIVOS DAS S.A.;00097067279;TRANSFORM BAG24X300GR ARG;C077;108,000;108,000;KG;30/09/2021;1845236;RINDES Y CULTIVOS DAS S.A.;C0000005764 Z11;30/09/2021
A131;10;137204861;Not delivered;A;ZKB;827375;RINDES Y CULTIVOS DAS S.A.;00097067279;TRANSFORM BAG24X300GR ARG;C077;144,000;144,000;KG;30/10/2021;827375;RINDES Y CULTIVOS DAS S.A.;C0000005760 Z11 AZUL;28/10/2021
A131;10;137204844;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/10/2021;1108872;AGRO LAJITAS SA;C0000005757 Z11;27/10/2021
A131;10;137204843;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/10/2021;1108872;AGRO LAJITAS SA;C0000005756 Z11;27/10/2021
A131;10;137204842;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/10/2021;1843010;AGRO LAJITAS SA;C0000005755 Z11;27/10/2021
