Sales Organization;Item (SD);Sales Document;Status;Status;Sales Document Type;Sold-to party;Name 1;Material;Description;Plant;Confirmed Quantity;Order Quantity;Unit of measure;Delivery Date;Ship-to party;Ship-To Name;Purchase order no.;Goods Issue Date
A131;10;137233514;Not delivered;A;ZOR;1140235;HECTOR A BERTONE SA;00097029374;NEXT 22.6PWE C17 PWE COR RCMQ BG80UK AR;C049;900;900;ZPB;09/09/2021;10014053;MORETO DEPOSITO TERCEROS;0000004471 Z05;08/09/2021
A131;10;137233502;Not delivered;A;ZKB;1432385;SEMILLERIA BELTRAMO SA;00099025981;TEXARO BAGALU10X4X215G ARG;C077;94,600;94,600;KG;05/10/2021;10011955;SEMILLERIA BELTRAMO SA;C0000006433 TRANSFER;04/10/2021
A131;20;137233502;Not delivered;A;ZKB;1432385;SEMILLERIA BELTRAMO SA;00000314808;STARANEXTRA BTLCOX4X5L ARG;C077;600,000;600,000;L;09/09/2021;10011955;SEMILLERIA BELTRAMO SA;C0000006433 TRANSFER;08/09/2021
A131;10;137233500;Not delivered;A;ZKB;1432385;SEMILLERIA BELTRAMO SA;00099037837;SPIDERXTRA CPKCOX5L+0.33KG ARG;C077;75;75;UNT;22/09/2021;10011955;SEMILLERIA BELTRAMO SA;C0000006432 TRANSFER;21/09/2021
A131;11;137233500;Not delivered;A;ZKB;1432385;SEMILLERIA BELTRAMO SA;00099037629;SPIDER BTLHPE0.33KG ARG;C077;99,000;99,000;KG;22/09/2021;10011955;SEMILLERIA BELTRAMO SA;C0000006432 TRANSFER;21/09/2021
A131;12;137233500;Not delivered;A;ZKB;1432385;SEMILLERIA BELTRAMO SA;00099037725;CAPAZ50SC BTLHPE5L ARG;C077;1.500,000;1.500,000;L;22/09/2021;10011955;SEMILLERIA BELTRAMO SA;C0000006432 TRANSFER;21/09/2021
A131;10;137233498;Not delivered;A;ZKB;1432385;SEMILLERIA BELTRAMO SA;00097066383;GALANTMAX BTLHPE4X5L ARG;C077;1.200,000;1.200,000;L;05/09/2021;10011955;SEMILLERIA BELTRAMO SA;C0000006431 TRANSFER;02/09/2021
A131;20;137233498;Not delivered;A;ZKB;1432385;SEMILLERIA BELTRAMO SA;00000115146;SPIDER PCHALM10X5X0.10KG ARG;C077;100,000;100,000;KG;27/09/2021;10011955;SEMILLERIA BELTRAMO SA;C0000006431 TRANSFER;24/09/2021
A131;10;137233463;Not delivered;A;ZKB;1488190;ARECO SEMILLAS SA;00097065296;MERITWGPACK CPKHPE 4X(1.4+0.1)KG ARG;C077;12;12;UNT;02/09/2021;1489365;ARECO SEMILLAS SA;C0000006430 Z11;01/09/2021
A131;11;137233463;Not delivered;A;ZKB;1488190;ARECO SEMILLAS SA;00097062225;MERITWG BTLHPE4X1.4KG ARG;C077;67,200;67,200;KG;02/09/2021;1489365;ARECO SEMILLAS SA;C0000006430 Z11;01/09/2021
A131;12;137233463;Not delivered;A;ZKB;1488190;ARECO SEMILLAS SA;00097062196;METSULFURON PCKLAM0.1KG ARG;C077;4,800;4,800;KG;02/09/2021;1489365;ARECO SEMILLAS SA;C0000006430 Z11;01/09/2021
A131;20;137233463;Not delivered;A;ZKB;1488190;ARECO SEMILLAS SA;00097082161;DRYLINE BTLHPE20L ARG;C077;1.000,000;1.000,000;L;30/11/2021;1489365;ARECO SEMILLAS SA;C0000006430 Z11;29/11/2021
A131;10;137232789;Not delivered;A;ZKB;1159304;AGROIDEAS SA;00000298079;INTREPID240SC BTLHPE4X5L ARG;C077;380,000;380,000;L;24/09/2021;2086026;AGROIDEAS SA;C0000006425 TRANSFER;22/09/2021
A131;20;137232789;Not delivered;A;ZKB;1159304;AGROIDEAS SA;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;580,000;580,000;L;24/09/2021;2086026;AGROIDEAS SA;C0000006425 TRANSFER;22/09/2021
A131;10;137232785;Not delivered;A;ZKB;1159304;AGROIDEAS SA;00000298079;INTREPID240SC BTLHPE4X5L ARG;C077;620,000;620,000;L;30/11/2021;2086026;AGROIDEAS SA;C0000006424 TRANSFER;26/11/2021
A131;20;137232785;Not delivered;A;ZKB;1159304;AGROIDEAS SA;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;420,000;420,000;L;30/11/2021;2086026;AGROIDEAS SA;C0000006424 TRANSFER;26/11/2021
A131;10;137232778;Not delivered;A;ZKB;1159304;AGROIDEAS SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;10.800,000;10.800,000;L;30/11/2021;10016956;AGROIDEAS;C0000006423 TRANSFER;29/11/2021
A131;10;137232649;Not delivered;A;ZOR;1148049;PAMPA DEL CIELO SRL;00097063787;PASTARGOLD BTLHPE10L ARG;C077;500,000;500,000;L;31/10/2021;1148049;PAMPA DEL CIELO SRL;C0000006422 Z05;27/10/2021
A131;10;137232212;Not delivered;A;ZOR;10019704;KALBERMATTER ANITA NATALINA;00097063888;EXALTSC BTLHPE12X1L ARG;C077;108,000;108,000;L;31/08/2021;2071837;ACEITERA GENERAL DEHEZA SA;C0000006418 Z11;27/08/2021
A131;10;137232174;Not delivered;A;ZKB;679010;TECNOCALCHIN SRL;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;12.000,000;12.000,000;L;30/11/2021;679010;TECNOCALCHIN SRL;C0000006417 TRANSFER;29/11/2021
A131;10;137232159;Not delivered;A;ZKB;10021153;ROCCA ANA PAULA;00097077143;PIXXARO BTLFPE4X5L ARG;C077;40,000;40,000;L;27/09/2021;10021153;ROCCA ANA PAULA;C0000006413 Z11;24/09/2021
A131;20;137232159;Not delivered;A;ZKB;10021153;ROCCA ANA PAULA;00097082124;MORATA ACE BTLHPE4X5L ARG;C077;80,000;80,000;L;15/08/2022;10021153;ROCCA ANA PAULA;C0000006413 Z11;12/08/2022
A131;20;137232159;Not delivered;A;ZKB;10021153;ROCCA ANA PAULA;00097082124;MORATA ACE BTLHPE4X5L ARG;C077;0,000;80,000;L;30/11/2021;10021153;ROCCA ANA PAULA;C0000006413 Z11;29/11/2021
A131;10;137231769;Not delivered;A;ZKB;1488190;ARECO SEMILLAS SA;00097059701;ENLIST BTLHPE20L ARG;C077;7.200,000;7.200,000;L;30/11/2021;1489365;ARECO SEMILLAS SA;C0000006412 Z11;29/11/2021
A131;30;137231769;Not delivered;A;ZKB;1488190;ARECO SEMILLAS SA;00000298079;INTREPID240SC BTLHPE4X5L ARG;C077;400,000;400,000;L;30/11/2021;1489365;ARECO SEMILLAS SA;C0000006412 Z11;29/11/2021
A131;50;137231769;Not delivered;A;ZKB;1488190;ARECO SEMILLAS SA;00097015445;TRANSFORM BTLHPE4X2KG ARG;C077;96,000;96,000;KG;11/11/2021;1489365;ARECO SEMILLAS SA;C0000006412 Z11;10/11/2021
A131;30;137231768;Not delivered;A;ZKB;1488190;ARECO SEMILLAS SA;00099074918;TOCONEXTRA BTLPET12X1L ARG;C077;72,000;72,000;L;20/09/2021;1489365;ARECO SEMILLAS SA;C0000006410 Z11;17/09/2021
A131;60;137231768;Not delivered;A;ZKB;1488190;ARECO SEMILLAS SA;00000115146;SPIDER PCHALM10X5X0.10KG ARG;C077;200,000;200,000;KG;21/09/2021;1489365;ARECO SEMILLAS SA;C0000006410 Z11;20/09/2021
A131;10;137231442;Not delivered;A;ZOR;520790;SYNGENTA AGRO SA;00011029598;BIGUA PCHALM10X5X0.10KG ARG;C077;2.000,000;2.000,000;KG;06/10/2021;10014170;SILCAR DEPOSITO TERCEROS;C0000006405 Z11 SILC;06/10/2021
A131;10;137231350;Not delivered;A;ZOR;249737;RUTILAN SA;00097063338;ENLIST BTLHPE20L URY;C077;21.600,000;21.600,000;L;04/10/2021;249737;RUTILAN SA;21 - 4476;04/10/2021
A131;10;137231348;Not delivered;A;ZOR;249737;RUTILAN SA;00097063338;ENLIST BTLHPE20L URY;C077;21.600,000;21.600,000;L;04/10/2021;249737;RUTILAN SA;21 - 4475;04/10/2021
A131;10;137231346;Not delivered;A;ZOR;249737;RUTILAN SA;00097063338;ENLIST BTLHPE20L URY;C077;21.600,000;21.600,000;L;04/10/2021;249737;RUTILAN SA;21 - 4474;04/10/2021
A131;10;137231345;Not delivered;A;ZOR;249737;RUTILAN SA;00097063338;ENLIST BTLHPE20L URY;C077;21.600,000;21.600,000;L;04/10/2021;249737;RUTILAN SA;21 - 4473;04/10/2021
A131;10;137231339;Not delivered;A;ZOR;249737;RUTILAN SA;00097063338;ENLIST BTLHPE20L URY;C077;21.600,000;21.600,000;L;04/10/2021;249737;RUTILAN SA;21 - 4472;04/10/2021
A131;10;137231336;Not delivered;A;ZOR;249737;RUTILAN SA;00097063338;ENLIST BTLHPE20L URY;C077;21.600,000;21.600,000;L;04/10/2021;249737;RUTILAN SA;21 - 4471;04/10/2021
A131;10;137231334;Not delivered;A;ZOR;249737;RUTILAN SA;00097063338;ENLIST BTLHPE20L URY;C077;21.600,000;21.600,000;L;04/10/2021;249737;RUTILAN SA;21 - 4470;04/10/2021
A131;10;137231332;Not delivered;A;ZOR;249737;RUTILAN SA;00097063338;ENLIST BTLHPE20L URY;C077;21.600,000;21.600,000;L;04/10/2021;249737;RUTILAN SA;21 - 4469;04/10/2021
A131;10;137231331;Not delivered;A;ZOR;249737;RUTILAN SA;00097063338;ENLIST BTLHPE20L URY;C077;21.600,000;21.600,000;L;27/09/2021;249737;RUTILAN SA;21 - 4468;27/09/2021
A131;10;137231328;Not delivered;A;ZOR;249737;RUTILAN SA;00097063338;ENLIST BTLHPE20L URY;C077;21.600,000;21.600,000;L;27/09/2021;249737;RUTILAN SA;21 - 4467;27/09/2021
A131;10;137231326;Not delivered;A;ZOR;249737;RUTILAN SA;00097063338;ENLIST BTLHPE20L URY;C077;21.600,000;21.600,000;L;27/09/2021;249737;RUTILAN SA;21 - 4466;27/09/2021
A131;10;137231326;Not delivered;A;ZOR;249737;RUTILAN SA;00097063338;ENLIST BTLHPE20L URY;C077;0,000;21.600,000;L;06/09/2021;249737;RUTILAN SA;21 - 4466;06/09/2021
A131;10;137231323;Not delivered;A;ZOR;249737;RUTILAN SA;00097063338;ENLIST BTLHPE20L URY;C077;21.600,000;21.600,000;L;27/09/2021;249737;RUTILAN SA;21 - 4465;27/09/2021
A131;10;137231323;Not delivered;A;ZOR;249737;RUTILAN SA;00097063338;ENLIST BTLHPE20L URY;C077;0,000;21.600,000;L;06/09/2021;249737;RUTILAN SA;21 - 4465;06/09/2021
A131;10;137231293;Not delivered;A;ZVER;421680;ACEITERA GENERAL DEHEZA SA;00097059701;ENLIST BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;421680;ACEITERA GENERAL DEHEZA SA;C0000006060 Z11 FACT;30/11/2021
A131;20;137231293;Not delivered;A;ZVER;421680;ACEITERA GENERAL DEHEZA SA;00097082161;DRYLINE BTLHPE20L ARG;C077;12.000,000;12.000,000;L;30/11/2021;421680;ACEITERA GENERAL DEHEZA SA;C0000006060 Z11 FACT;30/11/2021
A131;30;137231293;Not delivered;A;ZVER;421680;ACEITERA GENERAL DEHEZA SA;00097059701;ENLIST BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;421680;ACEITERA GENERAL DEHEZA SA;C0000006060 Z11 FACT;30/11/2021
A131;40;137231293;Not delivered;A;ZVER;421680;ACEITERA GENERAL DEHEZA SA;00097059701;ENLIST BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;421680;ACEITERA GENERAL DEHEZA SA;C0000006060 Z11 FACT;30/11/2021
A131;50;137231293;Not delivered;A;ZVER;421680;ACEITERA GENERAL DEHEZA SA;00097059701;ENLIST BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;421680;ACEITERA GENERAL DEHEZA SA;C0000006060 Z11 FACT;30/11/2021
A131;60;137231293;Not delivered;A;ZVER;421680;ACEITERA GENERAL DEHEZA SA;00097059701;ENLIST BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;421680;ACEITERA GENERAL DEHEZA SA;C0000006060 Z11 FACT;30/11/2021
A131;10;137231278;Not delivered;A;ZVER;421680;ACEITERA GENERAL DEHEZA SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;421680;ACEITERA GENERAL DEHEZA SA;C0000006229 Z11 7045;29/11/2021
A131;20;137231278;Not delivered;A;ZVER;421680;ACEITERA GENERAL DEHEZA SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;421680;ACEITERA GENERAL DEHEZA SA;C0000006229 Z11 7045;29/11/2021
A131;30;137231278;Not delivered;A;ZVER;421680;ACEITERA GENERAL DEHEZA SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;421680;ACEITERA GENERAL DEHEZA SA;C0000006229 Z11 7045;29/11/2021
A131;40;137231278;Not delivered;A;ZVER;421680;ACEITERA GENERAL DEHEZA SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;421680;ACEITERA GENERAL DEHEZA SA;C0000006229 Z11 7045;29/11/2021
A131;50;137231278;Not delivered;A;ZVER;421680;ACEITERA GENERAL DEHEZA SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;421680;ACEITERA GENERAL DEHEZA SA;C0000006229 Z11 7045;29/11/2021
A131;60;137231278;Not delivered;A;ZVER;421680;ACEITERA GENERAL DEHEZA SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;421680;ACEITERA GENERAL DEHEZA SA;C0000006229 Z11 7045;29/11/2021
A131;70;137231278;Not delivered;A;ZVER;421680;ACEITERA GENERAL DEHEZA SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;30/11/2021;421680;ACEITERA GENERAL DEHEZA SA;C0000006229 Z11 7045;29/11/2021
A131;10;137231247;Not delivered;A;ZKB;421706;AGROEMPRESA COLON SA;00099017484;RFG1RR R17 RR COR RCMQ BG80UK AR;C344;5;5;ZPB;13/08/2021;421706;AGROEMPRESA COLON SA;0000004517 Z11;12/08/2021
A131;20;137231247;Not delivered;A;ZKB;421706;AGROEMPRESA COLON SA;00099017484;RFG1RR R17 RR COR RCMQ BG80UK AR;C344;9;9;ZPB;13/08/2021;421706;AGROEMPRESA COLON SA;0000004517 Z11;12/08/2021
A131;40;137231055;Not delivered;A;ZOR;421990;CARGILL SACEI;00097070891;RFG22RRE SPR ERR COR CT RCMQ BG80UK AR;C049;100;100;ZPB;08/09/2021;10028380;CARGILL SACEI (CORDOBA);04313 Z11 OC: 320 /;07/09/2021
A131;10;137230631;Not delivered;A;ZOR;520790;SYNGENTA AGRO SA;00011029598;BIGUA PCHALM10X5X0.10KG ARG;C077;2.000,000;2.000,000;KG;06/10/2021;10025876;SYNGENTA AGRO SA;C0000006405 Z11 ZARA;05/10/2021
A131;10;137230527;Partially delivered;B;ZOR;249737;RUTILAN SA;00000284012;PRESIDE BTLHPE4X5L URY;C077;9.600,000;9.600,000;L;08/11/2021;249737;RUTILAN SA;21 - 4464;08/11/2021
A131;10;137230525;Not delivered;A;ZOR;249737;RUTILAN SA;00000284025;TORDON101MIXTUR BTLHPE12X1L URY;C077;3.800,000;3.800,000;L;08/11/2021;249737;RUTILAN SA;21 - 4463;08/11/2021
A131;10;137230495;Not delivered;A;ZKB;827374;DASER AGRO S.A.;00097082124;MORATA ACE BTLHPE4X5L ARG;C077;4.000,000;4.000,000;L;31/08/2022;827374;DASER AGRO S.A.;C0000006401 TRANSFER;30/08/2022
A131;10;137230494;Not delivered;A;ZKB;827371;UBAJAY DAS S.A.;00097082124;MORATA ACE BTLHPE4X5L ARG;C077;2.000,000;2.000,000;L;27/08/2021;1845222;UBAJAY DAS S.A.;C0000006402 TRANSFER;26/08/2021
A131;10;137230490;Not delivered;A;ZOR;2347964;ADOLFO PEDRO BONETTI;00097050308;PANZERGOLDLS BTLHPE20L ARG;C077;21.600,000;21.600,000;L;10/09/2021;802953;MERSAGRO SA;C0000006398 Z16;09/09/2021
A131;10;137230421;Not delivered;A;ZVER;1245484;MSU SA;00097029374;NEXT 22.6PWE C17 PWE COR RCMQ BG80UK AR;C049;392;810;ZPB;10/09/2021;1066272;SUMIDAS JV S.A.;0000003589 Z16;08/09/2021
A131;10;137230416;Not delivered;A;ZVER;10029773;TRANSPETROL SA;00097063888;EXALTSC BTLHPE12X1L ARG;C077;144,000;144,000;L;31/10/2021;10029773;TRANSPETROL SA;C0000006138 Z11 Desp;27/10/2021
A131;20;137230416;Not delivered;A;ZVER;10029773;TRANSPETROL SA;00011097385;EXPEDITION BTLCOX4X5L ARG;C077;400,000;400,000;L;31/10/2021;10029773;TRANSPETROL SA;C0000006138 Z11 Desp;27/10/2021
A131;30;137230416;Not delivered;A;ZVER;10029773;TRANSPETROL SA;00097063888;EXALTSC BTLHPE12X1L ARG;C074;5,000;5,000;L;31/10/2021;10029773;TRANSPETROL SA;C0000006138 Z11 Desp;29/10/2021
A131;10;137230227;Not delivered;A;ZKB;348763;DESAB S.A.;00011009623;FIGHTERPLUS BTLCOX20X0.5L ARG;C077;1.000,000;1.000,000;L;30/11/2021;1843691;DESAB S.A.;C0000006396 TRANSFER;29/11/2021
A131;10;137230223;Not delivered;A;ZKB;348763;DESAB S.A.;00099074918;TOCONEXTRA BTLPET12X1L ARG;C077;300,000;300,000;L;30/11/2021;1843691;DESAB S.A.;C0000006395 TRANSFER;29/11/2021
A131;10;137230219;Not delivered;A;ZKB;348763;DESAB S.A.;00000115146;SPIDER PCHALM10X5X0.10KG ARG;C077;400,000;400,000;KG;27/09/2021;1843691;DESAB S.A.;C0000006394 TRANSFER;24/09/2021
A131;10;137230217;Not delivered;A;ZKB;348763;DESAB S.A.;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;2.000,000;2.000,000;L;30/11/2021;1843682;DESAB S.A.;C0000006393 TRANSFER;29/11/2021
A131;10;137230216;Not delivered;A;ZKB;348763;DESAB S.A.;00097063888;EXALTSC BTLHPE12X1L ARG;C077;24,000;24,000;L;30/11/2021;1843691;DESAB S.A.;C0000006392 TRANFERE;29/11/2021
A131;20;137230216;Not delivered;A;ZKB;348763;DESAB S.A.;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;2.000,000;2.000,000;L;30/11/2021;1843691;DESAB S.A.;C0000006392 TRANFERE;29/11/2021
A131;10;137229621;Not delivered;A;ZKB;1693739;VETAGRO SRL;00097067279;TRANSFORM BAG24X300GR ARG;C077;50,400;50,400;KG;08/09/2021;1693739;VETAGRO SRL;C0000006385 Z11;06/09/2021
A131;10;137229616;Not delivered;A;ZKB;1693739;VETAGRO SRL;00000115146;SPIDER PCHALM10X5X0.10KG ARG;C077;50,000;50,000;KG;22/09/2021;1693739;VETAGRO SRL;C0000006383 Z11;20/09/2021
A131;20;137229391;Not delivered;A;ZOR;749898;DILENA ROBERTO Y CIA SC;00099037837;SPIDERXTRA CPKCOX5L+0.33KG ARG;C077;20;20;EA;23/09/2021;749898;DILENA ROBERTO Y CIA SC;C0000006381 Z11;22/09/2021
A131;21;137229391;Not delivered;A;ZOR;749898;DILENA ROBERTO Y CIA SC;00099037629;SPIDER BTLHPE0.33KG ARG;C077;6,600;6,600;KG;23/09/2021;749898;DILENA ROBERTO Y CIA SC;C0000006381 Z11;22/09/2021
A131;22;137229391;Not delivered;A;ZOR;749898;DILENA ROBERTO Y CIA SC;00099037725;CAPAZ50SC BTLHPE5L ARG;C077;100,000;100,000;L;23/09/2021;749898;DILENA ROBERTO Y CIA SC;C0000006381 Z11;22/09/2021
A131;10;137229317;Not delivered;A;ZKB;1038445;SANCHEZ LEIVA JORGE OMAR;00097018141;DELEGATE BTLHPE12X300GR ARG;C078;0,000;21,600;KG;10/08/2021;1038445;SANCHEZ LEIVA JORGE OMAR;C0000006374 Z11;10/08/2021
A131;10;137229317;Not delivered;A;ZKB;1038445;SANCHEZ LEIVA JORGE OMAR;00097018141;DELEGATE BTLHPE12X300GR ARG;C078;21,600;21,600;KG;08/11/2021;1038445;SANCHEZ LEIVA JORGE OMAR;C0000006374 Z11;08/11/2021
A131;20;137229317;Not delivered;A;ZKB;1038445;SANCHEZ LEIVA JORGE OMAR;00099074918;TOCONEXTRA BTLPET12X1L ARG;C078;0,000;36,000;L;10/08/2021;1038445;SANCHEZ LEIVA JORGE OMAR;C0000006374 Z11;10/08/2021
A131;20;137229317;Not delivered;A;ZKB;1038445;SANCHEZ LEIVA JORGE OMAR;00099074918;TOCONEXTRA BTLPET12X1L ARG;C078;36,000;36,000;L;08/11/2021;1038445;SANCHEZ LEIVA JORGE OMAR;C0000006374 Z11;08/11/2021
A131;10;137229310;Not delivered;A;ZKB;1096463;SOMARUGA AGRO SA;00099074918;TOCONEXTRA BTLPET12X1L ARG;C072;120,000;120,000;L;08/11/2021;1096463;SOMARUGA AGRO SA;C0000006379 Z11;08/11/2021
A131;10;137229310;Not delivered;A;ZKB;1096463;SOMARUGA AGRO SA;00099074918;TOCONEXTRA BTLPET12X1L ARG;C072;0,000;120,000;L;09/08/2021;1096463;SOMARUGA AGRO SA;C0000006379 Z11;10/08/2021
A131;10;137229309;Not delivered;A;ZKB;615228;TODO AGRO SRL;00099075014;TOCONEXTRA BTLHPE4X5L ARG;C072;200,000;200,000;L;06/05/2024;615228;TODO AGRO SRL;C0000006378 Z11;06/05/2024
A131;10;137229309;Not delivered;A;ZKB;615228;TODO AGRO SRL;00099075014;TOCONEXTRA BTLHPE4X5L ARG;C072;0,000;200,000;L;09/08/2021;615228;TODO AGRO SRL;C0000006378 Z11;10/08/2021
A131;20;137229309;Not delivered;A;ZKB;615228;TODO AGRO SRL;00099074918;TOCONEXTRA BTLPET12X1L ARG;C072;360,000;360,000;L;08/11/2021;615228;TODO AGRO SRL;C0000006378 Z11;08/11/2021
A131;20;137229309;Not delivered;A;ZKB;615228;TODO AGRO SRL;00099074918;TOCONEXTRA BTLPET12X1L ARG;C072;0,000;360,000;L;09/08/2021;615228;TODO AGRO SRL;C0000006378 Z11;10/08/2021
A131;10;137229308;Not delivered;A;ZKB;10018128;AGRO TERZA S.A;00099074918;TOCONEXTRA BTLPET12X1L ARG;C078;120,000;120,000;L;08/11/2021;10018128;AGRO TERZA S.A;C0000006377 Z11;08/11/2021
A131;10;137229308;Not delivered;A;ZKB;10018128;AGRO TERZA S.A;00099074918;TOCONEXTRA BTLPET12X1L ARG;C078;0,000;120,000;L;09/08/2021;10018128;AGRO TERZA S.A;C0000006377 Z11;10/08/2021
A131;10;137229300;Not delivered;A;ZKB;1443254;TECNOPLANT SRL;00099074918;TOCONEXTRA BTLPET12X1L ARG;C078;60,000;60,000;L;08/11/2021;1443254;TECNOPLANT SRL;C0000006376 Z11;08/11/2021
A131;10;137229300;Not delivered;A;ZKB;1443254;TECNOPLANT SRL;00099074918;TOCONEXTRA BTLPET12X1L ARG;C078;0,000;60,000;L;09/08/2021;1443254;TECNOPLANT SRL;C0000006376 Z11;10/08/2021
A131;10;137229299;Not delivered;A;ZKB;916477;INGENIERA OZOLLO Y ASOCIADOS;00099075014;TOCONEXTRA BTLHPE4X5L ARG;C078;120,000;120,000;L;06/05/2024;916477;INGENIERA OZOLLO Y ASOCIADOS;C0000006375 Z11;06/05/2024
A131;10;137229299;Not delivered;A;ZKB;916477;INGENIERA OZOLLO Y ASOCIADOS;00099075014;TOCONEXTRA BTLHPE4X5L ARG;C078;0,000;120,000;L;09/08/2021;916477;INGENIERA OZOLLO Y ASOCIADOS;C0000006375 Z11;10/08/2021
A131;10;137228672;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00000314808;STARANEXTRA BTLCOX4X5L ARG;C077;1.000,000;1.000,000;L;23/08/2021;1843008;AGRO LAJITAS SA;C0000006367 Z11;17/08/2021
A131;10;137228671;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00000314808;STARANEXTRA BTLCOX4X5L ARG;C077;1.720,000;1.720,000;L;31/08/2021;1843007;AGRO LAJITAS SA;C0000006368 Z11;27/08/2021
A131;10;137228670;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00000314808;STARANEXTRA BTLCOX4X5L ARG;C077;2.000,000;2.000,000;L;05/10/2021;1843010;AGRO LAJITAS SA;C0000006366 Z11;01/10/2021
A131;10;137228669;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00000314808;STARANEXTRA BTLCOX4X5L ARG;C077;2.000,000;2.000,000;L;07/09/2021;1843011;AGRO LAJITAS SA;C0000006365 Z11;02/09/2021
A131;10;137228668;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00000314808;STARANEXTRA BTLCOX4X5L ARG;C077;5.000,000;5.000,000;L;05/10/2021;1108872;AGRO LAJITAS SA;C0000006364 Z11;01/10/2021
A131;10;137228665;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00097063787;PASTARGOLD BTLHPE10L ARG;C077;2.400,000;2.400,000;L;30/11/2021;1843007;AGRO LAJITAS SA;C0000006361 Z11;26/11/2021
A131;10;137228664;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00097063787;PASTARGOLD BTLHPE10L ARG;C077;5.000,000;5.000,000;L;30/11/2021;1843011;AGRO LAJITAS SA;C0000006360 Z11;24/11/2021
A131;10;137228663;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00097063888;EXALTSC BTLHPE12X1L ARG;C077;996,000;996,000;L;30/11/2021;1108872;AGRO LAJITAS SA;C0000006357 Z11;26/11/2021
A131;10;137228662;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00097063888;EXALTSC BTLHPE12X1L ARG;C077;696,000;696,000;L;30/11/2021;1843007;AGRO LAJITAS SA;C0000006359 Z11;26/11/2021
A131;10;137228661;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00097063888;EXALTSC BTLHPE12X1L ARG;C077;696,000;696,000;L;30/11/2021;1843011;AGRO LAJITAS SA;C0000006358 Z11;24/11/2021
A131;10;137228656;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;2.000,000;2.000,000;L;30/11/2021;1843010;AGRO LAJITAS SA;C0000006354 Z11;26/11/2021
A131;10;137228655;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;1.000,000;1.000,000;L;30/11/2021;1108872;AGRO LAJITAS SA;C0000006356 Z11;26/11/2021
A131;10;137228653;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00099069588;QUINTALXTRA BTLHPE4X5L ARG;C077;2.000,000;2.000,000;L;30/11/2021;1843011;AGRO LAJITAS SA;C0000006355 Z11;24/11/2021
A131;10;137228652;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00097067279;TRANSFORM BAG24X300GR ARG;C077;100,800;100,800;KG;30/11/2021;1843011;AGRO LAJITAS SA;C0000006353 Z11;24/11/2021
A131;10;137228651;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00097066383;GALANTMAX BTLHPE4X5L ARG;C077;1.000,000;1.000,000;L;18/08/2021;1843011;AGRO LAJITAS SA;C0000006350 Z11;13/08/2021
A131;10;137228649;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00097067279;TRANSFORM BAG24X300GR ARG;C077;100,800;100,800;KG;30/11/2021;1843007;AGRO LAJITAS SA;C0000006352 Z11;26/11/2021
A131;10;137228648;Not delivered;A;ZKB;1108872;AGRO LAJITAS SA;00097066383;GALANTMAX BTLHPE4X5L ARG;C077;1.000,000;1.000,000;L;17/08/2021;1843010;AGRO LAJITAS SA;C0000006349 Z11;13/08/2021
